PHI:I1	PHI:355	Fusarium ear blight
PHI:I2	PHI:712	Fusarium ear blight
PHI:I3	PHI:717	Fusarium ear blight
PHI:I4	PHI:719	Fusarium ear blight
PHI:I5	PHI:720	Fusarium ear blight
PHI:I6	PHI:721	Fusarium ear blight
PHI:I7	PHI:722	Fusarium ear blight
PHI:I8	PHI:723	Fusarium ear blight
PHI:I9	PHI:727	Fusarium ear blight
PHI:I10	PHI:730	Fusarium ear blight
PHI:I11	PHI:733	Fusarium ear blight
PHI:I12	PHI:861	Fusarium ear blight
PHI:I13	PHI:861	Fusarium ear blight
PHI:I14	PHI:1004	Fusarium ear blight
PHI:I15	PHI:1004	Fusarium ear blight
PHI:I16	PHI:1005	Fusarium ear blight
PHI:I17	PHI:1005	Fusarium ear blight
PHI:I18	PHI:1006	Fusarium ear blight
PHI:I19	PHI:1007	Fusarium ear blight
PHI:I20	PHI:1012	Fusarium ear blight
PHI:I21	PHI:1013	Fusarium ear blight
PHI:I22	PHI:1014	Fusarium ear blight
PHI:I23	PHI:1015	Fusarium ear blight
PHI:I24	PHI:1016	Fusarium ear blight
PHI:I25	PHI:1016	Fusarium ear blight
PHI:I26	PHI:1078	Fusarium ear blight
PHI:I27	PHI:1079	Fusarium ear blight
PHI:I28	PHI:1080	Fusarium ear blight
PHI:I29	PHI:1080	Fusarium ear blight
PHI:I30	PHI:1086	Fusarium ear blight
PHI:I31	PHI:1087	Fusarium ear blight
PHI:I32	PHI:1088	Fusarium ear blight
PHI:I33	PHI:1089	Fusarium ear blight
PHI:I34	PHI:1090	Fusarium ear blight
PHI:I35	PHI:1091	Fusarium ear blight
PHI:I36	PHI:1092	Fusarium ear blight
PHI:I37	PHI:1093	Fusarium ear blight
PHI:I38	PHI:1094	Fusarium ear blight
PHI:I39	PHI:1095	Fusarium ear blight
PHI:I40	PHI:1096	Fusarium ear blight
PHI:I41	PHI:1097	Fusarium ear blight
PHI:I42	PHI:1098	Fusarium ear blight
PHI:I43	PHI:1168	Fusarium ear blight
PHI:I44	PHI:1169	Fusarium ear blight
PHI:I45	PHI:1170	Fusarium ear blight
PHI:I46	PHI:1175	Fusarium ear blight
PHI:I47	PHI:1176	Fusarium ear blight
PHI:I48	PHI:1177	Fusarium ear blight
PHI:I49	PHI:1178	Fusarium ear blight
PHI:I50	PHI:1179	Fusarium ear blight
PHI:I51	PHI:1180	Fusarium ear blight
PHI:I52	PHI:1181	Fusarium ear blight
PHI:I53	PHI:1182	Fusarium ear blight
PHI:I54	PHI:1183	Fusarium ear blight
PHI:I55	PHI:1184	Fusarium ear blight
PHI:I56	PHI:1185	Fusarium ear blight
PHI:I57	PHI:1186	Fusarium ear blight
PHI:I58	PHI:1187	Fusarium ear blight
PHI:I59	PHI:1188	Fusarium ear blight
PHI:I60	PHI:1189	Fusarium ear blight
PHI:I61	PHI:1190	Fusarium ear blight
PHI:I62	PHI:1192	Fusarium ear blight
PHI:I63	PHI:1193	Fusarium ear blight
PHI:I64	PHI:1194	Fusarium ear blight
PHI:I65	PHI:1195	Fusarium ear blight
PHI:I66	PHI:1196	Fusarium ear blight
PHI:I67	PHI:1197	Fusarium ear blight
PHI:I68	PHI:1198	Fusarium ear blight
PHI:I69	PHI:1199	Fusarium ear blight
PHI:I70	PHI:1200	Fusarium ear blight
PHI:I71	PHI:1201	Fusarium ear blight
PHI:I72	PHI:1202	Fusarium ear blight
PHI:I73	PHI:1203	Fusarium ear blight
PHI:I74	PHI:1204	Fusarium ear blight
PHI:I75	PHI:1205	Fusarium ear blight
PHI:I76	PHI:1206	Fusarium ear blight
PHI:I77	PHI:1207	Fusarium ear blight
PHI:I78	PHI:1208	Fusarium ear blight
